text
Unidad I Principios de Electronica 
Unidad II Principios de diseño logico digital
Unidad III Lenguaje de descripcion de hardware VHDL
Unidad IV Bloques constructivos para circuitos combinacionales
Unidad V Principios de diseño logico secuencial
Unidad VI Fundamentos de FPGAs
fundamentos de sistemas digitales
