text
Unidad I Fundamentos de la Ingenieria deSoftware
Unidad II Modelado de requerimientos desde el enfoque analisis estructurado
Unidad III Modelado de requerimientos desde el enfoque Orientado a Objetos
Unidad IV Metodologias agiles 
Unidad V Diseño 
ingenieria del software
