text
Unidad I Logica matematica demostraciones 
Unidad II Conjuntos y sucesiones
Unidad III Introduccion a la teoria denumeros y tecnicas de conteo
Unidad IV Estructuras de numeros enteroscomo grafos y arboles
Unidad V Algoritmos y aplicaciones a lateoria de grafos y arboles
matematicas discretas
