text
UNIDAD I Paisaje geografico historico y ambiental del Ecuador
UNIDAD II Paisaje sociocultural politico Ecuatoriano
UNIDAD III Poblacion Recursos y Sistema Economico del Ecuador 
UNIDAD IV Sistema Productivo y Distribucion de la riqueza Ecuatoriana
realidad socioeconomica cultura y ecologia del ecuador
